CIMIS Station Number,Date of Image,"Description of Turf (good, poor, bad)",Area of green lawn immediately around station (m2),Maximum amount of green lawn (m2),Notes,"Use 360 Meter Polygon = 45 m around point of interest.360 is 8,100meters^2",,,,,,Total area of lawn surrounding station (m2)
131,04/2013,good,6877,6877,,,,,,,,
131,06/2013,good,5501.6,6877,,,,,,,,
131,08/2013,poor,2750.8,6877,,,,,,,,
131,02/2014,NA,NA,6877,B/W,,,,,,,
131,04/2014,good,6877,6877,,,,,,,,
131,04/2015,good,6877,6877,,,,,,,,
131,07/2016,bad,2063.1,6877,,,,,,,,
131,10/2016,good,5845.45,6877,,,,,,,,
131,02/2018,good,6877,6877,,,,,,,,
131,08/2018,poor,3094.65,6877,,,,,,,,
131,11/2018,good,5501.6,6877,,,,,,,,
131,08/2019,bad,2750.8,6877,,,,,,,,
131,09/2019,poor,3438.5,6877,,,,,,,,
131,03/2020,good,6877,6877,,,,,,,,
131,06/2020,poor,4813.9,6877,,,,,,,,
131,10/2020,poor,4813.9,6877,,,,,,,,
131,06/2021,good,5501.6,6877,,,,,,,,
131,02/2022,good,6877,6877,,,,,,,,
131,04/2023,good,6877,6877,same image as previous (2/2022),,,,,,,
193,09/2005,NA,NA,4895,clouds,,,,,,,
193,12/2005,NA,NA,4895,clouds,,,,,,,
193,05/2006,NA,NA,4895,grainy,,,,,,,
193,03/2007,NA,NA,4895,grainy,,,,,,,
193,06/2007,NA,NA,4895,grainy,,,,,,,
193,10/2007,good,4405.5,4895,,,,,,,,
193,08/2008,NA,NA,4895,grainy,,,,,,,
193,04/2009,NA,NA,4895,grainy,,,,,,,
193,06/2009,NA,NA,4895,grainy,,,,,,,
193,09/2009,good,4895,4895,,,,,,,,
193,10/2009,NA,NA,4895,balck and white ,,,,,,,
193,07/2010,good,4895,4895,,,,,,,,
193,10/2010,good,4895,4895,,,,,,,,
193,02/2011,NA,NA,4895,,,,,,,,
193,08/2011,NA,NA,4895,cloudy,,,,,,,
193,11/2011,NA,NA,4895,cloudy,,,,,,,
193,12/2011,NA,NA,4895,,,,,,,,
193,05/2012,good,4797.1,4895,,,,,,,,
193,08/2012,NA,NA,4895,cloudy,,,,,,,
193,08/2013,good,4748.15,4895,,,,,,,,
193,04/2015,bad,3377.55,4895,,,,,,,,
193,03/2016,good,4748.15,4895,,,,,,,,
193,07/2016,NA,NA,4895,cloudy,,,,,,,
193,10/2016,good,4846.05,4895,,,,,,,,
193,06/2017,good,4503.4,4895,,,,,,,,
193,08/2017,NA,NA,4895,,,,,,,,
193,02/2018,poor,4356.55,4895,,,,,,,,
193,09/2018,good,4699.2,4895,,,,,,,,
193,11/2018,poor,4258.65,4895,,,,,,,,
193,11/2019,NA,NA,4895,,,,,,,,
193,07/2020,NA,NA,4895,,,,,,,,
193,02/2021,good,4650.25,4895,,,,,,,,
193,09/2022,good,4797.1,4895,,,,,,,,
229,07/2004,NA,NA,5797,,,,,,,,
229,11/2005,NA,NA,5797,,,,,,,,
229,12/2005,NA,NA,5797,,,,,,,,
229,05/2006,NA,NA,5797,,,,,,,,
229,09/2006,NA,NA,5797,,,,,,,,
229,06/2007,good,5449.18,5797,,,,,,,,
229,10/2007,poor,4463.69,5797,,,,,,,,
229,03/2009,NA,NA,5797,,,,,,,,
229,06/2009,NA,NA,5797,,,,,,,,
229,09/2009,bad,2840.53,5797,,,,,,,,
229,05/2012,good,5449.18,5797,,,,,,,,
229,08/2013,bad,3072.41,5797,,,,,,,,
229,04/2015,poor,4463.69,5797,,,,,,,,
229,04/2016,good,5507.15,5797,,,,,,,,
229,07/2016,NA,NA,5797,,,,,,,,
229,10/2016,bad,3594.14,5797,,,,,,,,
229,06/2017,bad,3768.05,5797,,,,,,,,
229,02/2018,poor,4869.48,5797,,,,,,,,
229,08/2018,bad,3594.14,5797,,,,,,,,
229,09/2018,bad,3652.11,5797,,,,,,,,
229,11/2018,bad,3768.05,5797,,,,,,,,
229,11/2019,bad,2318.8,5797,,,,,,,,
229,06/2020,bad,2318.8,5797,,,,,,,,
229,07/2020,bad,2318.8,5797,,,,,,,,
229,08/2020,bad,2318.8,5797,,,,,,,,
229,02/2021,bad,2608.65,5797,,,,,,,,
229,06/2022,bad,2318.8,5797,,,,,,,,
229,09/2022,bad,2666.62,5797,,,,,,,,
116,07/2004,good,1554,1554,,,,,,,,
116,08/2004,good,1554,1554,,,,,,,,
116,11/2005,bad,0,1554,,,,,,,,
116,12/2005,NA,NA,1554,,,,,,,,
116,09/2006,NA,NA,1554,cloudy,,,,,,,
116,06/2007,bad,310.8,1554,,,,,,,,
116,10/2007,poor,1165.5,1554,,,,,,,,
116,03/3009,poor,1165.5,1554,,,,,,,,
116,06/2009,NA,NA,1554,,,,,,,,
116,09/2009,bad,46.62,1554,3 images,,,,,,,
116,05/2012,bad,590.52,1554,,,,,,,,
116,08/2013,bad,481.74,1554,,,,,,,,
116,04/2015,poor,1087.8,1554,,,,,,,,
116,04/2016,bad,313.5,627,,,,,,,,
116,10/2016,good,627,627,,,,,,,,
116,06/2017,bad,313.5,627,,,,,,,,
116,02/2018,bad,250.8,627,cars in the stations proximity ,,,,,,,
116,08/2018,bad,156.75,627,,,,,,,,
116,09/2018,bad,94.05,627,,,,,,,,
116,11/2018,bad,81.51,627,,,,,,,,
116,11/2019,NA,NA,627,,,,,,,,
116,05/2020,NA,NA,627,,,,,,,,
116,06/2020,NA,NA,627,,,,,,,,
116,08/2020,NA,NA,627,cloudy cant see ,,,,,,,
116,02/2021,good,501.6,627,,,,,,,,
116,06/2002,NA,NA,627,,,,,,,,
116,08/2022,bad,0,627,,,,,,,,
143,07/2003,NA,NA,8100,,,,,,,,
143,07/2003,bad,3888,8100,,,,,,,,
143,07/2004,bad,NA,8100,,,,,,,,
143,11/2004,bad,2025,8100,,,,,,,,
143,08/2005,NA,NA,8100,,,,,,,,
143,12/2005,NA,NA,8100,,,,,,,,
143,08/2006,NA,NA,8100,,,,,,,,
143,10/2007,bad,3240,8100,,,,,,,,
143,06/2009,bad,3240,8100,,,,,,,,
143,09/2009,bad,3240,8100,,,,,,,,
143,03/2010,NA,NA,8100,,,,,,,,
143,09/2010,bad,3321,8100,,,,,,,,
143,05/2011,NA,NA,8100,,,,,,,,
143,05/2012,poor,6075,8100,,,,,,,,
143,03/2013,good,7857,8100,,,,,,,,
143,08/2013,good,7857,8100,,,,,,,,
143,04/2015,good,7857,8100,,,,,,,,
143,03/2017,good,7857,8100,,,,,,,,
143,06/2017,bad,2916,8100,,,,,,,,
143,02/2018,poor,5589,8100,,,,,,,,
143,03/2018,good,8019,8100,,,,,,,,
143,04/2018,good,8019,8100,,,,,,,,
143,08/2018,poor,6399,8100,,,,,,,,
143,09/2018,bad,3483,8100,,,,,,,,
143,08/2019,bad,3240,8100,,,,,,,,
143,05/2020,bad,3483,8100,,,,,,,,
143,08/2020,bad,3483,8100,,,,,,,,
143,02/2021,bad,3483,8100,,,,,,,,
143,06/2021,NA,NA,8100,,,,,,,,
126,07/2003,good,2562.3,2847,,,,,,,,
126,07/2004,NA,NA,2847,,,,,,,,
126,08/2005,NA,NA,2847,,,,,,,,
126,12/2005,NA,NA,2847,,,,,,,,
126,08/2006,NA,NA,2847,,,,,,,,
126,10/2007,good,2847,2847,,,,,,,,
126,05/2008,good,2847,2847,,,,,,,,
126,06/2009,bad,711.75,2847,,,,,,,,
126,09/2009,poor,2391.48,2847,,,,,,,,
126,11/2009,NA,NA,2847,black and white,,,,,,,
126,03/2010,NA,NA,2847,,,,,,,,
126,09/2010,NA,NA,2847,,,,,,,,
126,05/2011,NA,NA,2847,black and white,,,,,,,
126,05/2012,good,2733.12,2847,,,,,,,,
126,03/2013,good,2733.12,2847,,,,,,,,
126,04/2015,good,2761.59,2847,,,,,,,,
126,03/2017,good,2790.06,2847,,,,,,,,
126,03/2018,good,2790.06,2847,,,,,,,,
126,04/2018,good,2761.59,2847,,,,,,,,
126,09/2018,bad,341.64,2847,,,,,,,,
126,08/2020,NA,NA,2847,,,,,,,,
126,09/2020,good,2847,2847,,,,,,,,
129,07/2004,NA,NA,3025,,,,,,,,
129,08/2004,NA,NA,3025,,,,,,,,
129,12/2005,good,3025,3025,,,,,,,,
129,08/2006,NA,NA,3025,,,,,,,,
129,09/2006,NA,NA,3025,cloudy,,,,,,,
129,06/2007,NA,NA,3025,building on the way. greenhouse building?,,,,,,,
129,10/2007,NA,NA,3025,building on the way. greenhouse building?,,,,,,,
129,09/2008,NA,NA,3025,black and white,,,,,,,
129,11/2008,NA,NA,3025,black and white,,,,,,,
129,03/2009,NA,NA,3025,building on the way. greenhouse building?,,,,,,,
129,06/2009,NA,NA,3025,building on the way. greenhouse building?,,,,,,,
129,09/2009,NA,NA,3025,,,,,,,,
129,09/2010,NA,NA,3025,,,,,,,,
129,05/2011,bad,39,3025,small box around station ,,,,,,,
129,06/2011,poor,1966.25,3025,,,,,,,,
129,11/2011,bad,1210,3025,,,,,,,,
129,05/2012,bad,10,3025,small box around station ,,,,,,,
129,04/2013,good,1534,3025,,,,,,,,
129,02/2014,bad,0,3025,,,,,,,,
129,03/2015,good,2262,3025,,,,,,,,
129,04/2016,bad,725,3025,,,,,,,,
129,11/2016,poor,2268.75,3025,,,,,,,,
129,09/2017,poor,2208.25,3025,,,,,,,,
129,05/2018,bad,302.5,3025,,,,,,,,
129,11/2019,NA,NA,3025,,,,,,,,
129,06/2020,NA,NA,3025,,,,,,,,
129,08/2020,NA,NA,3025,,,,,,,,
129,09/2020,poor,2389.75,3025,,,,,,,,
129,09/2021,bad,695.75,3025,,,,,,,,
129,06/2022,NA,NA,3025,,,,,,,,
209,11/2003,bad,0,6719,,,,,,,,
209,07/2004,NA,NA,6719,,,,,,,,
209,08/2004,bad,0,6719,,,,,,,,
209,10/2004,NA,NA,6719,,,,,,,,
209,03/2005,good,6719,6719,,,,,,,,
209,09/2005,NA,NA,6719,,,,,,,,
209,10/2005,bad,0,6719,,,,,,,,
209,12/2005,bad,0,6719,,,,,,,,
209,05/2006,bad,0,6719,,,,,,,,
209,09/2006,NA,NA,6719,,,,,,,,
209,06/2007,bad,0,6719,,,,,,,,
209,10/2007,bad,0,6719,,,,,,,,
209,09/2008,NA,NA,6719,,,,,,,,
209,11/2008,NA,NA,6719,black and white ,,,,,,,
209,03/2009,good,6719,6719,,,,,,,,
209,06/2009,bad,0,6719,,,,,,,,
209,08/2009,bad,0,6719,,,,,,,,
209,09/2009,bad,0,6719,,,,,,,,
209,07/2010,bad,0,6719,,,,,,,,
209,09/2010,bad,0,6719,,,,,,,,
209,02/2011,NA,NA,6719,black and white,,,,,,,
209,05/2011,bad,1209.42,6719,,,,,,,,
209,06/2011,bad,0,6719,,,,,,,,
209,08/2011,NA,NA,6719,,,,,,,,
209,11/2011,good,6181.48,6719,,,,,,,,
209,12/2011,NA,NA,6719,,,,,,,,
209,05/2012,poor,5240.82,6719,,,,,,,,
209,08/2012,bad,0,6719,,,,,,,,
209,04/2013,bad,1679.75,6719,,,,,,,,
209,02/2014,bad,1545.37,6719,,,,,,,,
209,03/2015,bad,2687.6,6719,,,,,,,,
209,04/2016,poor,4904.87,6719,,,,,,,,
209,11/2016,good,6584.62,6719,,,,,,,,
209,08/2017,NA,NA,6719,,,,,,,,
209,09/2017,bad,134.38,6719,,,,,,,,
209,05/2018,bad,2015.7,6719,,,,,,,,
209,08/2018,bad,134.38,6719,,,,,,,,
209,11/2019,bad,0,6719,,,,,,,,
209,06/2020,bad,0,6719,,,,,,,,
209,07/2020,bad,0,6719,,,,,,,,
209,08/2020,NA,NA,6719,,,,,,,,
209,09/2020,bad,0,6719,,,,,,,,
209,09/2021,bad,0,6719,,,,,,,,
211,07/2003,NA,NA,6037,,,,,,,,
211,07/2004,NA,NA,6037,,,,,,,,
211,11/2004,bad,0,6037,,,,,,,,
211,08/2005,bad,0,6037,pink flowers,,,,,,,
211,12/2005,bad,0,6037,pink flowers,,,,,,,
211,08/2006,NA,NA,6037,,,,,,,,
211,06/2007,bad,0,6037,,,,,,,,
211,06/2008,NA,NA,6037,,,,,,,,
211,11/2008,NA,NA,6037,black and white,,,,,,,
211,05/2009,NA,NA,6037,black and white,,,,,,,
211,06/2009,NA,NA,6037,,,,,,,,
211,09/2009,good,5916.26,6037,,,,,,,,
211,02/2010,NA,NA,6037,,,,,,,,
211,04/2010,good,6037,6037,,,,,,,,
211,06/2010,NA,NA,6037,,,,,,,,
211,07/2010,good,6037,6037,,,,,,,,
211,09/2010,NA,NA,6037,,,,,,,,
211,11/2010,NA,NA,6037,black and white,,,,,,,
211,05/2011,good,6037,6037,,,,,,,,
211,06/2011,good,6037,6037,,,,,,,,
211,09/2011,good,6037,6037,,,,,,,,
211,11/2011,good,6037,6037,,,,,,,,
211,05/2012,good,5795.52,6037,,,,,,,,
211,07/2012,NA,NA,6037,,,,,,,,
211,03/2013,good,6037,6037,,,,,,,,
211,04/2013,good,6037,6037,,,,,,,,
211,02/2014,good,6037,6037,,,,,,,,
211,03/2015,good,6037,6037,,,,,,,,
211,04/2015,good,6037,6037,,,,,,,,
211,04/2016,good,6037,6037,,,,,,,,
211,11/2016,good,6037,6037,,,,,,,,
211,03/2017,good,6037,6037,,,,,,,,
211,09/2017,good,6037,6037,,,,,,,,
211,03/2018,good,6037,6037,,,,,,,,
211,04/2018,good,6037,6037,,,,,,,,
211,05/2018,good,6037,6037,,,,,,,,
211,09/2018,good,6037,6037,,,,,,,,
211,10/2019,good,6037,6037,,,,,,,,
211,05/2020,bad,0,6037,,,,,,,,
211,08/2020,bad,0,6037,,,,,,,,
211,09/2020,bad,0,6037,,,,,,,,
211,09/2021,good,6037,6037,,,,,,,,
211,03/2022,bad,0,6037,,,,,,,,
104,03/2003,good,4762,4762,,,,,,,,
104,04/2003,good,4762,4762,,,,,,,,
104,07/2003,bad,3333.4,4762,,,,,,,,
104,07/2004,NA,NA,4762,,,,,,,,
104,12/2004,good,4762,4762,,,,,,,,
104,08/2005,poor,3761.98,4762,,,,,,,,
104,12/2005,poor,3761.98,4762,,,,,,,,
104,03/2006,NA,NA,4762,,,,,,,,
104,05/2006,poor,4047.7,4762,,,,,,,,
104,03/2007,good,4285.8,4762,,,,,,,,
104,06/2007,poor,3809.6,4762,,,,,,,,
104,10/2007,bad,2523.86,4762,,,,,,,,
104,12/2007,NA,NA,4762,,,,,,,,
104,08/2008,NA,NA,4762,,,,,,,,
104,04/2009,poor,3809.6,4762,,,,,,,,
104,06/2009,poor,3476.26,4762,,,,,,,,
104,07/2009,NA,NA,4762,,,,,,,,
104,08/2009,bad,2714.34,4762,,,,,,,,
104,09/2009,bad,2714.34,4762,,,,,,,,
104,11/2009,NA,NA,4762,,,,,,,,
104,04/2010,NA,NA,4762,,,,,,,,
104,06/2010,NA,NA,4762,,,,,,,,
104,07/2010,bad,3333.4,4762,,,,,,,,
104,08/2010,NA,NA,4762,,,,,,,,
104,09/2010,NA,NA,4762,,,,,,,,
104,10/2010,poor,3761.98,4762,,,,,,,,
104,02/2011,NA,NA,4762,,,,,,,,
104,04/2011,good,4571.52,4762,,,,,,,,
104,05/2011,good,4523.9,4762,,,,,,,,
104,06/2011,good,4476.28,4762,,,,,,,,
104,08/2011,NA,NA,4762,,,,,,,,
104,11/2011,good,4476.28,4762,,,,,,,,
104,12/2011,NA,NA,4762,,,,,,,,
104,01/2012,NA,NA,4762,,,,,,,,
104,05/2012,good,4476.28,4762,,,,,,,,
104,08/2012,NA,NA,4762,,,,,,,,
104,04/2013,good,4476.28,4762,,,,,,,,
104,02/2014,bad,3476.26,4762,,,,,,,,
104,03/2015,good,4476.28,4762,,,,,,,,
104,01/2016,NA,NA,4762,,,,,,,,
104,04/2016,good,4523.9,4762,,,,,,,,
104,11/2016,good,4476.28,4762,,,,,,,,
104,08/2017,good,4476.28,4762,,,,,,,,
104,09/2017,bad,2571.48,4762,,,,,,,,
104,05/2018,poor,4047.7,4762,,,,,,,,
104,08/2018,poor,3523.88,4762,,,,,,,,
104,09/2018,poor,3523.88,4762,,,,,,,,
104,10/2019,NA,NA,4762,,,,,,,,
104,11/2019,bad,952.4,4762,,,,,,,,
104,07/2020,NA,NA,4762,,,,,,,,
104,08/2020,NA,NA,4762,,,,,,,,
104,09/2020,bad,1095.26,4762,,,,,,,,
104,09/2021,bad,1285.74,4762,,,,,,,,
253,05/2003,good,6596.97,6801,,,,,,,,
253,07/2003,NA,NA,6801,,,,,,,,
253,04/2004,NA,NA,6801,,,,,,,,
253,07/2004,NA,NA,6801,,,,,,,,
253,09/2004,NA,NA,6801,,,,,,,,
253,12/2004,good,6664.98,6801,,,,,,,,
253,04/2005,NA,NA,6801,,,,,,,,
253,10/2005,good,6664.98,6801,,,,,,,,
253,12/2005,good,6596.97,6801,,,,,,,,
253,06/2006,good,6596.97,6801,,,,,,,,
253,08/2006,NA,NA,6801,,,,,,,,
253,12/2006,good,6664.98,6801,,,,,,,,
253,05/2007,good,6596.97,6801,,,,,,,,
253,06/2007,good,6596.97,6801,,,,,,,,
253,04/2008,NA,NA,6801,,,,,,,,
253,02/2009,NA,NA,6801,,,,,,,,
253,04/2009,NA,NA,6801,,,,,,,,
253,05/2009,good,6664.98,6801,,,,,,,,
253,06/2009,good,6324.93,6801,,,,,,,,
253,09/2009,good,6596.97,6801,,,,,,,,
253,03/2010,NA,NA,6801,,,,,,,,
253,06/2010,poor,5576.82,6801,,,,,,,,
253,07/2010,poor,4760.7,6801,,,,,,,,
253,09/2010,NA,NA,6801,,,,,,,,
253,10/2010,NA,NA,6801,,,,,,,,
253,11/2010,good,6528.96,6801,,,,,,,,
253,04/2011,NA,NA,6801,,,,,,,,
253,05/2011,good,6596.97,6801,,,,,,,,
253,06/2011,poor,4760.7,6801,,,,,,,,
253,08/2011,good,6528.96,6801,,,,,,,,
253,09/2011,good,6596.97,6801,,,,,,,,
253,11/2011,good,6664.98,6801,,,,,,,,
253,01/2012,NA,NA,6801,,,,,,,,
253,05/2012,good,6664.98,6801,,,,,,,,
253,08/2012,poor,6324.93,6801,,,,,,,,
253,02/2013,NA,NA,6801,,,,,,,,
253,04/2013,good,6732.99,6801,,,,,,,,
253,06/2013,NA,NA,6801,,,,,,,,
253,02/2014,poor,4080.6,6801,,,,,,,,
253,03/2014,NA,NA,6801,,,,,,,,
253,06/2014,bad,1360.2,6801,,,,,,,,
253,03/2015,good,6732.99,6801,,,,,,,,
253,11/2015,good,6664.98,6801,,,,,,,,
253,02/2016,good,6801,6801,,,,,,,,
253,04/2016,good,6801,6801,,,,,,,,
253,11/2016,good,6664.98,6801,,,,,,,,
253,05/2017,good,6664.98,6801,,,,,,,,
253,09/2017,bad,1360.2,6801,,,,,,,,
253,10/2017,bad,3604.53,6801,,,,,,,,
253,05/2018,NA,NA,6801,,,,,,,,
253,09/2018,good,5372.79,6801,,,,,,,,
253,04/2020,good,5372.79,6801,,,,,,,,
253,07/2020,bad,0,6801,,,,,,,,
253,08/2020,NA,NA,6801,,,,,,,,
253,09/2020,poor,4760.7,6801,,,,,,,,
253,09/2021,good,6528.96,6801,,,,,,,,
253,07/2022,bad,1360.2,6801,,,,,,,,
253,11/2022,bad,1360.2,6801,,,,,,,,
253,01/2023,good,6596.97,6801,,,,,,,,
171,06/2003,NA,NA,7422,,,,,,,,
171,07/2003,NA,NA,7422,,,,,,,,
171,08/2003,good,7199.34,7422,,,,,,,,
171,10/2003,NA,NA,7422,,,,,,,,
171,11/2003,good,7347.78,7422,,,,,,,,
171,12/2003,poor,5566.5,7422,,,,,,,,
171,02/2004,poor,5566.5,7422,,,,,,,,
171,07/2004,NA,NA,7422,,,,,,,,
171,12/2004,good,7347.78,7422,,,,,,,,
171,08/2005,good,7199.34,7422,,,,,,,,
171,12/2005,good,7199.34,7422,,,,,,,,
171,03/2006,NA,NA,7422,,,,,,,,
171,05/2006,good,7125.12,7422,,,,,,,,
171,08/2006,NA,NA,7422,,,,,,,,
171,02/2007,good,7125.12,7422,,,,,,,,
171,06/2007,poor,5640.72,7422,,,,,,,,
171,11/2007,NA,NA,7422,,,,,,,,
171,08/2008,NA,NA,7422,,,,,,,,
171,09/2008,good,7347.78,7422,,,,,,,,
171,10/2008,poor,5714.94,7422,,,,,,,,
171,12/2008,NA,NA,7422,,,,,,,,
171,04/2009,NA,NA,7422,,,,,,,,
171,06/2009,poor,6382.92,7422,,,,,,,,
171,08/2009,poor,6531.36,7422,,,,,,,,
171,10/2009,poor,6011.82,7422,,,,,,,,
171,11/2009,NA,NA,7422,,,,,,,,
171,06/2010,poor,6011.82,7422,,,,,,,,
171,09/2010,good,7199.34,7422,,,,,,,,
171,04/2011,NA,NA,7422,,,,,,,,
171,05/2011,good,6976.68,7422,,,,,,,,
171,08/2011,good,6828.24,7422,,,,,,,,
171,09/2011,poor,6011.82,7422,,,,,,,,
171,10/2011,good,6828.24,7422,,,,,,,,
171,01/2021,NA,NA,7422,,,,,,,,
171,04/2012,NA,NA,7422,,,,,,,,
171,05/2012,good,7125.12,7422,,,,,,,,
171,06/2012,good,7125.12,7422,,,,,,,,
171,08/2012,poor,6457.14,7422,,,,,,,,
171,06/2013,bad,4082.1,7422,,,,,,,,
171,02/2014,poor,6308.7,7422,,,,,,,,
171,03/2014,good,7199.34,7422,,,,,,,,
171,04/2014,good,7199.34,7422,,,,,,,,
171,06/2014,bad,667.98,7422,,,,,,,,
171,06/2015,NA,NA,7422,,,,,,,,
171,09/2015,bad,742.2,7422,,,,,,,,
171,10/2015,good,7050.9,7422,,,,,,,,
171,11/2015,good,7050.9,7422,,,,,,,,
171,12/2015,good,7050.9,7422,,,,,,,,
171,03/2016,good,7422,7422,,,,,,,,
171,04/2016,good,7422,7422,,,,,,,,
171,05/2016,good,7422,7422,,,,,,,,
171,06/2016,NA,NA,7422,,,,,,,,
171,03/2017,good,7422,7422,,,,,,,,
171,09/2017,poor,5566.5,7422,,,,,,,,
171,10/2017,bad,4453.2,7422,,,,,,,,
171,03/2018,good,7199.34,7422,,,,,,,,
171,04/2018,good,7422,7422,,,,,,,,
171,06/2019,poor,5269.62,7422,,,,,,,,
171,09/2019,bad,4453.2,7422,,,,,,,,
171,10/2019,bad,4453.2,7422,,,,,,,,
171,02/2020,good,7422,7422,,,,,,,,
171,03/2020,NA,NA,7422,,,,,,,,
171,06/2020,bad,1335.96,7422,,,,,,,,
171,02/2021,good,7422,7422,,,,,,,,
171,02/2022,good,7422,7422,,,,,,,,
171,07/2022,bad,4453.2,7422,,,,,,,,
171,08/2022,bad,4675.86,7422,,,,,,,,
171,04/2023,NA,NA,7422,,,,,,,,
191,05/2003,good,8100,8100,,,,,,,,
191,06/2003,good,8100,8100,,,,,,,,
191,07/2003,NA,NA,8100,,,,,,,,
191,10/2003,good,8100,8100,,,,,,,,
191,11/2003,good,8100,8100,,,,,,,,
191,12/2003,good,8100,8100,,,,,,,,
191,02/2004,good,8100,8100,,,,,,,,
191,07/2004,NA,NA,8100,,,,,,,,
191,10/2004,good,8100,8100,,,,,,,,
191,04/2005,good,8100,8100,,,,,,,,
191,05/2005,good,8100,8100,,,,,,,,
191,08/2005,good,7857,8100,,,,,,,,
191,09/2005,NA,NA,8100,,,,,,,,
191,12/2005,good,7938,8100,,,,,,,,
191,05/2006,NA,NA,8100,,,,,,,,
191,08/2006,NA,NA,8100,,,,,,,,
191,03/2007,NA,NA,8100,,,,,,,,
191,04/2007,good,8100,8100,,,,,,,,
191,06/2007,poor,7047,8100,,,,,,,,
191,06/2008,NA,NA,8100,,,,,,,,
191,08/2008,NA,NA,8100,,,,,,,,
191,09/2008,good,7776,8100,,,,,,,,
191,03/2009,good,7776,8100,,,,,,,,
191,04/2009,good,8100,8100,,,,,,,,
191,06/2009,good,8100,8100,,,,,,,,
191,07/2009,NA,NA,8100,,,,,,,,
191,08/2009,good,8019,8100,,,,,,,,
191,10/2009,good,7857,8100,,,,,,,,
191,03/2010,NA,NA,8100,,,,,,,,
191,06/2010,NA,NA,8100,,,,,,,,
191,08/2010,NA,NA,8100,,,,,,,,
191,09/2010,NA,NA,8100,,,,,,,,
191,05/2011,good,8100,8100,,,,,,,,
191,08/2011,good,7776,8100,,,,,,,,
191,10/2011,good,7938,8100,,,,,,,,
191,01/2012,NA,NA,8100,,,,,,,,
191,02/2012,good,8100,8100,,,,,,,,
191,05/2012,good,8100,8100,,,,,,,,
191,06/2012,good,7938,8100,,,,,,,,
191,08/2012,poor,6399,8100,,,,,,,,
191,01/2013,NA,NA,8100,,,,,,,,
191,06/2013,good,8100,8100,,,,,,,,
191,02/2014,good,7938,8100,,,,,,,,
191,03/2014,good,8019,8100,,,,,,,,
191,04/2014,good,8019,8100,,,,,,,,
191,06/2014,good,7290,8100,,,,,,,,
191,06/2015,poor,6237,8100,,,,,,,,
191,10/2015,poor,6399,8100,,,,,,,,
191,11/2015,poor,6399,8100,,,,,,,,
191,12/2015,poor,6399,8100,,,,,,,,
191,03/2016,poor,6399,8100,,,,,,,,
191,08/2016,poor,6480,8100,,,,,,,,
191,03/2017,good,8100,8100,,,,,,,,
191,09/2017,good,7857,8100,,,,,,,,
191,04/2018,good,8019,8100,,,,,,,,
191,06/2019,good,7857,8100,,,,,,,,
191,10/2019,NA,NA,8100,,,,,,,,
191,02/2020,good,8100,8100,,,,,,,,
191,08/2020,poor,6480,8100,,,,,,,,
191,02/2021,good,7695,8100,,,,,,,,
191,02/2022,good,7938,8100,,,,,,,,
191,03/2022,good,7938,8100,,,,,,,,
191,05/2022,good,8100,8100,,,,,,,,
191,06/2022,poor,6480,8100,,,,,,,,
191,04/2023,NA,NA,8100,,,,,,,,
254,03/2003,NA,NA,8100,,,,,,,,
254,04/2003,NA,NA,8100,,,,,,,,
254,12/2003,poor,6966,8100,,,,,,,,
254,02/2004,poor,6966,8100,,,,,,,,
254,03/2004,NA,NA,8100,,,,,,,,
254,04/2004,NA,NA,8100,,,,,,,,
254,04/2005,NA,NA,8100,,,,,,,,
254,05/2005,poor,6966,8100,,,,,,,,
254,08/2005,poor,6966,8100,,,,,,,,
254,10/2005,NA,NA,8100,,,,,,,,
254,12/2005,poor,6885,8100,,,,,,,,
254,06/2006,poor,6885,8100,,,,,,,,
254,02/2007,NA,NA,8100,,,,,,,,
254,06/2007,poor,6885,8100,,,,,,,,
254,08/2007,poor,6885,8100,,,,,,,,
254,09/2008,good,7695,8100,,,,,,,,
254,10/2008,NA,NA,8100,,,,,,,,
254,12/2008,NA,NA,8100,,,,,,,,
254,01/2009,NA,NA,8100,,,,,,,,
254,02/2009,NA,NA,8100,,,,,,,,
254,03/2009,NA,NA,8100,,,,,,,,
254,05/2009,NA,NA,8100,,,,,,,,
254,06/2009,NA,NA,8100,,,,,,,,
254,08/2009,good,7857,8100,,,,,,,,
254,09/2009,NA,NA,8100,,,,,,,,
254,10/2009,good,7857,8100,,,,,,,,
254,09/2010,NA,NA,8100,,,,,,,,
254,01/2011,NA,NA,8100,,,,,,,,
254,04/2011,NA,NA,8100,,,,,,,,
254,06/2011,NA,NA,8100,,,,,,,,
254,08/2011,poor,6885,8100,,,,,,,,
254,09/2011,poor,6885,8100,,,,,,,,
254,10/2011,good,7857,8100,,,,,,,,
254,11/2011,NA,NA,8100,,,,,,,,
254,12/2011,NA,NA,8100,,,,,,,,
254,01/2012,NA,NA,8100,,,,,,,,
254,02/2012,poor,6885,8100,,,,,,,,
254,04/2012,NA,NA,8100,,,,,,,,
254,05/2012,good,7857,8100,,,,,,,,
254,06/2012,poor,6885,8100,,,,,,,,
254,07/2012,NA,NA,8100,,,,,,,,
254,08/2012,poor,6885,8100,,,,,,,,
254,09/2012,NA,NA,8100,,,,,,,,
254,01/2013,NA,NA,8100,,,,,,,,
254,06/2013,poor,6885,8100,,,,,,,,
